Email,Time_Out,Password,FK_Id_Person,Flag,Data_Sesion
MARLON_HERNANOSSA1@gmail.com,2019-10-02 07:25:34.459,49238ASQ,226,I,2019-11-10 04:25:34.305
MarlonOssa1@gmail.com,2019-10-02 07:25:34.460,49238ASQ,227,I,2019-11-11 04:25:34.306
SusanaMeza1@gmail.com,2019-10-02 07:25:34.461,49303ASQ,228,I,2019-11-12 04:25:34.307
SusanaMeza1@gmail.com,2019-10-02 07:25:34.462,49303ASQ,229,I,2019-11-13 04:25:34.308
ERIKAHINCAPIE1@gmail.com,2019-10-02 07:25:34.463,49349ASQ,230,I,2019-11-14 04:25:34.309
IVAN_ALEJANDROGARZON1@gmail.com,2019-10-02 07:25:34.464,49402ASQ,231,I,2019-11-15 04:25:34.310
IvanGarzon1@gmail.com,2019-10-02 07:25:34.465,49402ASQ,232,I,2019-10-01 03:23:34.234
GERMAN_ANDRESZAPATA1@gmail.com,2019-10-02 07:25:34.466,49414ASQ,233,I,2019-10-02 04:25:34.235
GermanZapata1@gmail.com,2019-10-02 07:25:34.467,49414ASQ,234,I,2019-10-03 04:25:34.236
JOHAN_STIVELJARAMILLO1@gmail.com,2019-10-02 07:25:34.468,49952ASQ,235,I,2019-10-04 04:25:34.237
NELIDAVANEGAS1@gmail.com,2019-10-02 07:25:34.469,50007ASQ,236,I,2019-10-05 04:25:34.238
NelidaVanegas1@gmail.com,2019-10-02 07:25:34.470,50007ASQ,237,I,2019-10-06 04:25:34.239
HELEN_PATRICIABAZANTES1@gmail.com,2019-10-02 07:25:34.471,50112ASQ,238,I,2019-10-07 04:25:34.240
LEIDY_MARIAVELEZ1@gmail.com,2019-10-02 07:25:34.472,50279ASQ,239,I,2019-10-08 04:25:34.241
LeidyVelez1@gmail.com,2019-10-02 07:25:34.473,50279ASQ,240,I,2019-10-09 04:25:34.242
PATRICIARAMIREZ1@gmail.com,2019-10-02 07:25:34.474,50288ASQ,241,I,2019-10-10 04:25:34.243
ANA_VERONICAPIEDRAHITA1@gmail.com,2019-10-02 07:25:34.475,50301ASQ,242,I,2019-10-11 04:25:34.244
AnaPiedrahita1@gmail.com,2019-10-02 07:25:34.476,50301ASQ,243,I,2019-10-12 04:25:34.245
LEYDI_CATALINALONDOÑO1@gmail.com,2019-10-02 07:25:34.477,50356ASQ,244,I,2019-10-13 04:25:34.246
LeydiLondo?o1@gmail.com,2019-10-02 07:25:34.478,50356ASQ,245,I,2019-10-14 04:25:34.247
MANUELACIFUENTES1@gmail.com,2019-10-02 07:25:34.479,50654ASQ,246,I,2019-10-15 04:25:34.248
ANDRES_FELIPEGIL LOAIZA1@gmail.com,2019-10-02 07:25:34.480,50657ASQ,247,I,2019-10-16 04:25:34.249
AndresGil1@gmail.com,2019-10-02 07:25:34.481,50657ASQ,248,I,2019-10-17 04:25:34.250
YANETH_ASTRIDGARCIA1@gmail.com,2019-10-02 07:25:34.482,50769ASQ,249,I,2019-10-18 04:25:34.251
Sandra_MilenaGarizabal Ramirez1@gmail.com,2019-10-02 07:25:34.483,50781ASQ,250,I,2019-10-19 04:25:34.252
SandraGarizabal1@gmail.com,2019-10-02 07:25:34.484,50781ASQ,251,I,2019-10-20 04:25:34.253
ADRIANA_PATRICIABARRANCO RAMOS1@gmail.com,2019-10-02 07:25:34.485,50786ASQ,252,I,2019-10-21 04:25:34.254
AdrianaBarranco1@gmail.com,2019-10-02 07:25:34.486,50786ASQ,253,I,2019-10-22 04:25:34.255
GIOVANNIIMITOLA1@gmail.com,2019-10-02 07:25:34.487,50798ASQ,254,I,2019-10-23 04:25:34.256
GiovanniImitola1@gmail.com,2019-10-02 07:25:34.488,50798ASQ,255,I,2019-10-24 04:25:34.257
DANIEL_STIVENSOSSA1@gmail.com,2019-10-02 07:25:34.489,50846ASQ,256,I,2019-10-25 04:25:34.258
Luis_GabrielYepez1@gmail.com,2019-10-02 07:25:34.490,50871ASQ,257,I,2019-10-26 04:25:34.259
MARIA_FERNANDAORTIZ1@gmail.com,2019-10-02 07:25:34.491,50925ASQ,258,I,2019-10-27 04:25:34.260
MARIA_CRISTINACORREA1@gmail.com,2019-10-02 07:25:34.492,50960ASQ,259,I,2019-10-28 04:25:34.261
YEISY_DEL_MAROLAYA1@gmail.com,2019-10-02 07:25:34.493,51051ASQ,260,I,2019-10-29 04:25:34.262
YeisyOlaya1@gmail.com,2019-10-02 07:25:34.494,51051ASQ,261,I,2019-10-30 04:25:34.263
XIOMARACORDOBA1@gmail.com,2019-10-02 07:25:34.495,51058ASQ,262,I,2019-10-31 04:25:34.264
Luz_StellaFranco1@gmail.com,2019-10-02 07:25:34.496,51511ASQ,263,I,2019-09-01 04:25:34.265
Luz_StellaFranco1@gmail.com,2019-10-02 07:25:34.497,51511ASQ,264,I,2019-09-02 04:25:34.266
Katherine_AdrianaAgudelo1@gmail.com,2019-10-02 07:25:34.498,51631ASQ,265,I,2019-09-03 04:25:34.267
ASTRID_JOHANNAGOMEZ1@gmail.com,2019-10-02 07:25:34.499,51691ASQ,266,I,2019-09-04 04:25:34.268
JUAN_CARLOSRUIZ1@gmail.com,2019-10-02 07:25:34.500,51701ASQ,267,I,2019-09-05 04:25:34.269
GERALDINNEGOEZ OQUENDO1@gmail.com,2019-10-02 07:25:34.501,51742ASQ,268,I,2019-09-06 04:25:34.270
ELIZABETHZAPATA1@gmail.com,2019-10-02 07:25:34.502,51757ASQ,269,I,2019-09-07 04:25:34.271
JOHANNALOPEZ1@gmail.com,2019-10-02 07:25:34.503,51859ASQ,270,I,2019-09-08 04:25:34.272
JohannaLopez1@gmail.com,2019-10-02 07:25:34.504,51859ASQ,271,I,2019-09-09 04:25:34.273
AURA_MARCELAMARTINEZ1@gmail.com,2019-10-02 07:25:34.505,51865ASQ,272,I,2019-09-10 04:25:34.274
AuraMartinez1@gmail.com,2019-10-02 07:25:34.506,51865ASQ,273,I,2019-09-11 04:25:34.275
SANDRA_MARCELASALAZAR1@gmail.com,2019-10-02 07:25:34.507,51897ASQ,274,I,2019-09-12 04:25:34.276
MarcelaDelgado1@gmail.com,2019-10-02 07:25:34.508,51943ASQ,275,I,2019-09-13 04:25:34.277
YULIANA_DEL_CARMENVARGAS1@gmail.com,2019-10-02 07:25:34.509,51954ASQ,276,I,2019-09-14 04:25:34.278
Claudia_YanetVarela1@gmail.com,2019-10-02 07:25:34.510,51957ASQ,277,I,2019-09-15 04:25:34.279
LORENACORREA1@gmail.com,2019-10-02 07:25:34.511,52017ASQ,278,I,2019-09-16 04:25:34.280
LorenaCorrea1@gmail.com,2019-10-02 07:25:34.512,52017ASQ,279,I,2019-09-17 04:25:34.281
Maria_EsterMartinez1@gmail.com,2019-10-02 07:25:34.513,52019ASQ,280,I,2019-09-18 04:25:34.282
ROSA_MARIAOSPINA1@gmail.com,2019-10-02 07:25:34.514,52026ASQ,281,I,2019-09-19 04:25:34.283
RosaOspina1@gmail.com,2019-10-02 07:25:34.515,52026ASQ,282,I,2019-09-20 04:25:34.284
JULIANAISAZA1@gmail.com,2019-10-02 07:25:34.516,52044ASQ,283,I,2019-09-21 04:25:34.285
YULIETH_ANDREALOPEZ1@gmail.com,2019-10-02 07:25:34.517,52101ASQ,284,I,2019-09-22 04:25:34.286
YuliethLopez1@gmail.com,2019-10-02 07:25:34.518,52101ASQ,285,I,2019-09-23 04:25:34.287
AndreaGiraldo1@gmail.com,2019-10-02 07:25:34.519,52199ASQ,286,I,2019-09-24 04:25:34.288
LUISA_FERNANDAORTIZ1@gmail.com,2019-10-02 07:25:34.520,52203ASQ,287,I,2019-09-25 04:25:34.289
LuisaOrtiz1@gmail.com,2019-10-02 07:25:34.521,52203ASQ,288,I,2019-09-26 04:25:34.290
DAVIDMILLER1@gmail.com,2019-10-02 07:25:34.522,52209ASQ,289,I,2019-09-27 04:25:34.291
LUZ_MERYGONZALEZ1@gmail.com,2019-10-02 07:25:34.523,52213ASQ,290,I,2019-09-28 04:25:34.292
LAURAZAPATA1@gmail.com,2019-10-02 07:25:34.524,52304ASQ,291,I,2019-09-29 04:25:34.293
MIRLEY_ALEIDIMARTINEZ1@gmail.com,2019-10-02 07:25:34.525,52318ASQ,292,I,2019-09-30 04:25:34.294
MirleyMartinez1@gmail.com,2019-10-02 07:25:34.526,52318ASQ,293,I,2019-09-30 04:25:34.295
CARMEN_ROSAAGUDELO1@gmail.com,2019-10-02 07:25:34.527,52397ASQ,294,I,2019-11-01  04:25:34.296
NILSON_GUILLERMODIAZ1@gmail.com,2019-10-02 07:25:34.528,52399ASQ,295,I,2019-11-02 04:25:34.297
NilsonDiaz1@gmail.com,2019-10-02 07:25:34.529,52399ASQ,296,I,2019-11-03 04:25:34.298
Dora_LuzArias1@gmail.com,2019-10-02 07:25:34.530,52457ASQ,297,I,2019-11-04 04:25:34.299
DoraArias1@gmail.com,2019-10-02 07:25:34.531,52457ASQ,298,I,2019-11-05 04:25:34.300
MILEIVY_LIBETHLONDOÑO1@gmail.com,2019-10-02 07:25:34.532,52482ASQ,299,I,2019-11-06 04:25:34.301
KELLY_YURANYCADAVID1@gmail.com,2019-10-02 07:25:34.533,52535ASQ,300,I,2019-11-07 04:25:34.302
MARIA_PATRICIAOSUNA1@gmail.com,2019-10-02 07:25:34.534,52556ASQ,301,I,2019-11-08 04:25:34.303
LAURA_DANIELASUAREZ1@gmail.com,2019-10-02 07:25:34.535,52558ASQ,302,I,2019-11-09 04:25:34.304
SARHAMENDOZA1@gmail.com,2019-10-02 07:25:34.536,52579ASQ,303,I,2019-11-10 04:25:34.305
Heidi_LicethDimian1@gmail.com,2019-10-02 07:25:34.537,52580ASQ,304,I,2019-11-11 04:25:34.306
DANIELVELEZ1@gmail.com,2019-10-02 07:25:34.538,52594ASQ,305,I,2019-11-12 04:25:34.307
Manuel_FernandoRodriguez1@gmail.com,2019-10-02 07:25:34.539,52613ASQ,306,I,2019-11-13 04:25:34.308
ManuelRodriguez1@gmail.com,2019-10-02 07:25:34.540,52613ASQ,307,I,2019-11-14 04:25:34.309
CLAUDIA_JANETLAGARES1@gmail.com,2019-10-02 07:25:34.541,52624ASQ,308,I,2019-11-15 04:25:34.310
JOHANA_ISABELMERCADO1@gmail.com,2019-10-02 07:25:34.542,52703ASQ,309,I,2019-10-01 03:23:34.234
ANA_MARIASANCHEZ1@gmail.com,2019-10-02 07:25:34.543,52729ASQ,310,I,2019-10-02 04:25:34.235
PEDRO_NELCAUSIL1@gmail.com,2019-10-02 07:25:34.544,52773ASQ,311,I,2019-10-03 04:25:34.236
MILEIDI_YOHANAMARTINEZ1@gmail.com,2019-10-02 07:25:34.545,52832ASQ,312,I,2019-10-04 04:25:34.237
ELIZABETH_CRISTINAPEÑA1@gmail.com,2019-10-02 07:25:34.546,52869ASQ,313,I,2019-10-05 04:25:34.238
ElizabethPeña1@gmail.com,2019-10-02 07:25:34.547,52869ASQ,314,I,2019-10-06 04:25:34.239
Héctor_ManuelAguas1@gmail.com,2019-10-02 07:25:34.548,52871ASQ,315,I,2019-10-07 04:25:34.240
HEIDY_GINETHTORRES1@gmail.com,2019-10-02 07:25:34.549,52901ASQ,316,I,2019-10-08 04:25:34.241
HeidyTorres1@gmail.com,2019-10-02 07:25:34.550,52901ASQ,317,I,2019-10-09 04:25:34.242
LEIDY_MARCELAMUÑOZ1@gmail.com,2019-10-02 07:25:34.551,52916ASQ,318,I,2019-10-10 04:25:34.243
PAULINA_CECILIAMARULANDA1@gmail.com,2019-10-02 07:25:34.552,52996ASQ,319,I,2019-10-11 04:25:34.244
KEYLA_PATRICIAPEREZ1@gmail.com,2019-10-02 07:25:34.553,53011ASQ,320,I,2019-10-12 04:25:34.245
ANA_ISABELBRACAMONTES1@gmail.com,2019-10-02 07:25:34.554,53012ASQ,321,I,2019-10-13 04:25:34.246
RUTH_BIBIANAGUTIERREZ1@gmail.com,2019-10-02 07:25:34.555,53098ASQ,322,I,2019-10-14 04:25:34.247
LeidyGallego1@gmail.com,2019-10-02 07:25:34.556,53108ASQ,323,I,2019-10-15 04:25:34.248
LEIDY_GIOVANAPUIN1@gmail.com,2019-10-02 07:25:34.557,53170ASQ,324,I,2019-10-16 04:25:34.249
LUISA_FERNANDAPINEDA1@gmail.com,2019-10-02 07:25:34.558,53182ASQ,325,I,2019-10-17 04:25:34.250
DANIELAMADRID1@gmail.com,2019-10-02 07:25:34.559,53239ASQ,326,I,2019-10-18 04:25:34.251
MONICA_PATRICIARAMIREZ1@gmail.com,2019-10-02 07:25:34.560,53240ASQ,327,I,2019-10-19 04:25:34.252
GLADYS_CARMENZARODRIGUEZ1@gmail.com,2019-10-02 07:25:34.561,53261ASQ,328,I,2019-10-20 04:25:34.253
CINDY_TATIANAALEGRIA1@gmail.com,2019-10-02 07:25:34.562,53335ASQ,329,I,2019-10-21 04:25:34.254
TATIANA_JULLEYARANGO1@gmail.com,2019-10-02 07:25:34.563,53349ASQ,330,I,2019-10-22 04:25:34.255
TatianaArango1@gmail.com,2019-10-02 07:25:34.564,53349ASQ,331,I,2019-10-23 04:25:34.256
SANDRA_MASIELGIRALDO1@gmail.com,2019-10-02 07:25:34.565,53373ASQ,332,I,2019-10-24 04:25:34.257
ISABEL_CRISTINAPALACIO1@gmail.com,2019-10-02 07:25:34.566,53388ASQ,333,I,2019-10-25 04:25:34.258
IsabelPalacio1@gmail.com,2019-10-02 07:25:34.567,53388ASQ,334,I,2019-10-26 04:25:34.259
INGRID_MARIANASANCHEZ1@gmail.com,2019-10-02 07:25:34.568,53389ASQ,335,I,2019-10-27 04:25:34.260
SUSAN_LORENADIAZ1@gmail.com,2019-10-02 07:25:34.569,53535ASQ,336,I,2019-10-28 04:25:34.261
EDILIAVIDALES1@gmail.com,2019-10-02 07:25:34.570,53567ASQ,337,I,2019-10-29 04:25:34.262
CINDY_LORENAAVILA1@gmail.com,2019-10-02 07:25:34.571,53574ASQ,338,I,2019-10-30 04:25:34.263
CindyAvila1@gmail.com,2019-10-02 07:25:34.572,53574ASQ,339,I,2019-10-31 04:25:34.264
Fernanda_EstefaniaLeyton1@gmail.com,2019-10-02 07:25:34.573,53584ASQ,340,I,2019-09-01 04:25:34.265
KELLY_JOHANAHINCAPIE1@gmail.com,2019-10-02 07:25:34.574,53608ASQ,341,I,2019-09-02 04:25:34.266
CAROLINACUADROS1@gmail.com,2019-10-02 07:25:34.575,53629ASQ,342,I,2019-09-03 04:25:34.267
ERICA_YULIEVILLAMIL1@gmail.com,2019-10-02 07:25:34.576,53652ASQ,343,I,2019-09-04 04:25:34.268
EricaVillamil1@gmail.com,2019-10-02 07:25:34.577,53652ASQ,344,I,2019-09-05 04:25:34.269
Paola_AndreaBedoya1@gmail.com,2019-10-02 07:25:34.578,53859ASQ,345,I,2019-09-06 04:25:34.270
LEIDY_JOHANNATRUJILLO1@gmail.com,2019-10-02 07:25:34.579,53862ASQ,346,I,2019-09-07 04:25:34.271
LeidyTrujillo1@gmail.com,2019-10-02 07:25:34.580,53862ASQ,347,I,2019-09-08 04:25:34.272
TATIANARESTREPO1@gmail.com,2019-10-02 07:25:34.581,53874ASQ,348,I,2019-09-09 04:25:34.273
SARA_VALENTINAMARIN1@gmail.com,2019-10-02 07:25:34.582,53879ASQ,349,I,2019-09-10 04:25:34.274
YULY_CLARENAGIRALDO1@gmail.com,2019-10-02 07:25:34.583,53888ASQ,350,I,2019-09-11 04:25:34.275
YulyGiraldo1@gmail.com,2019-10-02 07:25:34.584,53888ASQ,351,I,2019-09-12 04:25:34.276
INGRY_PATRICIACHICA1@gmail.com,2019-10-02 07:25:34.585,53917ASQ,352,I,2019-09-13 04:25:34.277
IngryChica1@gmail.com,2019-10-02 07:25:34.586,53917ASQ,353,I,2019-09-14 04:25:34.278
ELIANA_MARIALOPEZ1@gmail.com,2019-10-02 07:25:34.587,54016ASQ,354,I,2019-09-15 04:25:34.279
ElianaLopez1@gmail.com,2019-10-02 07:25:34.588,54016ASQ,355,I,2019-09-16 04:25:34.280
CLAUDIA_LORENAGIRALDO1@gmail.com,2019-10-02 07:25:34.589,54058ASQ,356,I,2019-09-17 04:25:34.281
ClaudiaGiraldo1@gmail.com,2019-10-02 07:25:34.590,54058ASQ,357,I,2019-09-18 04:25:34.282
AdrianaCardenas1@gmail.com,2019-10-02 07:25:34.591,54060ASQ,358,I,2019-09-19 04:25:34.283
AdrianaCardenas1@gmail.com,2019-10-02 07:25:34.592,54060ASQ,359,I,2019-09-20 04:25:34.284
LigiaHerrera1@gmail.com,2019-10-02 07:25:34.593,54083ASQ,360,I,2019-09-21 04:25:34.285
LigiaHerrera1@gmail.com,2019-10-02 07:25:34.594,54083ASQ,361,I,2019-09-22 04:25:34.286
PaulaGonzalez1@gmail.com,2019-10-02 07:25:34.595,54253ASQ,362,I,2019-09-23 04:25:34.287
PaulaGonzalez1@gmail.com,2019-10-02 07:25:34.596,54253ASQ,363,I,2019-09-24 04:25:34.288
FRANCISCO_JAVIERPARDO1@gmail.com,2019-10-02 07:25:34.597,54254ASQ,364,I,2019-09-25 04:25:34.289
FranciscoPardo1@gmail.com,2019-10-02 07:25:34.598,54254ASQ,365,I,2019-09-26 04:25:34.290
AlexaOrtega1@gmail.com,2019-10-02 07:25:34.599,54262ASQ,366,I,2019-09-27 04:25:34.291
AlexaOrtega1@gmail.com,2019-10-02 07:25:34.600,54262ASQ,367,I,2019-09-28 04:25:34.292
PilarTabares1@gmail.com,2019-10-02 07:25:34.601,54263ASQ,368,I,2019-09-29 04:25:34.293
PilarTabares1@gmail.com,2019-10-02 07:25:34.602,54263ASQ,369,I,2019-09-30 04:25:34.294
SANDRA_PATRICIAFANDIÑO1@gmail.com,2019-10-02 07:25:34.603,54341ASQ,370,I,2019-09-30 04:25:34.295
KarenValencia1@gmail.com,2019-10-02 07:25:34.604,54343ASQ,371,I,2019-11-01  04:25:34.296
KarenValencia1@gmail.com,2019-10-02 07:25:34.605,54343ASQ,372,I,2019-11-02 04:25:34.297
AngiePulido1@gmail.com,2019-10-02 07:25:34.606,54345ASQ,373,I,2019-11-03 04:25:34.298
AngiePulido1@gmail.com,2019-10-02 07:25:34.607,54345ASQ,374,I,2019-11-04 04:25:34.299
SONIA_EDITHROMERO1@gmail.com,2019-10-02 07:25:34.608,54449ASQ,375,I,2019-11-05 04:25:34.300
Amaider_SoraidaSepulveda1@gmail.com,2019-10-02 07:25:34.609,54456ASQ,376,I,2019-11-06 04:25:34.301
KaterineUribe1@gmail.com,2019-10-02 07:25:34.610,54493ASQ,377,I,2019-11-07 04:25:34.302
KaterineUribe1@gmail.com,2019-10-02 07:25:34.611,54493ASQ,378,I,2019-11-08 04:25:34.303
Yeimer_YisneiderMarin1@gmail.com,2019-10-02 07:25:34.612,54496ASQ,379,I,2019-11-09 04:25:34.304
HaidyJimenez1@gmail.com,2019-10-02 07:25:34.613,54504ASQ,380,I,2019-11-10 04:25:34.305
HaidyJimenez1@gmail.com,2019-10-02 07:25:34.614,54504ASQ,381,I,2019-11-11 04:25:34.306
TULIA_DEL_CARMENCASTILLA1@gmail.com,2019-10-02 07:25:34.615,54520ASQ,382,I,2019-11-12 04:25:34.307
Maria_CamilaGarzon1@gmail.com,2019-10-02 07:25:34.616,54521ASQ,383,I,2019-11-13 04:25:34.308
SamantaFernandez1@gmail.com,2019-10-02 07:25:34.617,54567ASQ,384,I,2019-11-14 04:25:34.309
SamantaFernandez1@gmail.com,2019-10-02 07:25:34.618,54567ASQ,385,I,2019-11-15 04:25:34.310
SaraAcevedo1@gmail.com,2019-10-02 07:25:34.619,54573ASQ,386,I,2019-10-01 03:23:34.234
SaraAcevedo1@gmail.com,2019-10-02 07:25:34.620,54573ASQ,387,I,2019-10-02 04:25:34.235
VALENTINAARANGO1@gmail.com,2019-10-02 07:25:34.621,54578ASQ,388,I,2019-10-03 04:25:34.236
DianaBalanta1@gmail.com,2019-10-02 07:25:34.622,54584ASQ,389,I,2019-10-04 04:25:34.237
CindyPabon1@gmail.com,2019-10-02 07:25:34.623,54594ASQ,390,I,2019-10-05 04:25:34.238
CindyPabon1@gmail.com,2019-10-02 07:25:34.624,54594ASQ,391,I,2019-10-06 04:25:34.239
AstridMartinez1@gmail.com,2019-10-02 07:25:34.625,54596ASQ,392,I,2019-10-07 04:25:34.240
AstridMartinez1@gmail.com,2019-10-02 07:25:34.626,54596ASQ,393,I,2019-10-08 04:25:34.241
DENNIS_MURIELPOVEDA1@gmail.com,2019-10-02 07:25:34.627,54628ASQ,394,I,2019-10-09 04:25:34.242
LeslyCastro1@gmail.com,2019-10-02 07:25:34.628,54630ASQ,395,I,2019-10-10 04:25:34.243
LeslyCastro1@gmail.com,2019-10-02 07:25:34.629,54630ASQ,396,I,2019-10-11 04:25:34.244
NataliaAgudelo1@gmail.com,2019-10-02 07:25:34.630,54706ASQ,397,I,2019-10-12 04:25:34.245
NataliaAgudelo1@gmail.com,2019-10-02 07:25:34.631,54706ASQ,398,I,2019-10-13 04:25:34.246
CINDY_JOHANNAGIL1@gmail.com,2019-10-02 07:25:34.632,54734ASQ,399,I,2019-10-14 04:25:34.247
JessicaHenao1@gmail.com,2019-10-02 07:25:34.633,54737ASQ,400,I,2019-10-15 04:25:34.248
JessicaHenao1@gmail.com,2019-10-02 07:25:34.634,54737ASQ,401,I,2019-10-16 04:25:34.249
InmaculadaTorrenegra1@gmail.com,2019-10-02 07:25:34.635,54740ASQ,402,I,2019-10-17 04:25:34.250
InmaculadaTorrenegra1@gmail.com,2019-10-02 07:25:34.636,54740ASQ,403,I,2019-10-18 04:25:34.251
MariaDiaz1@gmail.com,2019-10-02 07:25:34.637,54936ASQ,404,I,2019-10-19 04:25:34.252
MariaDiaz1@gmail.com,2019-10-02 07:25:34.638,54936ASQ,405,I,2019-10-20 04:25:34.253
WilsonDimate1@gmail.com,2019-10-02 07:25:34.639,55042ASQ,406,I,2019-10-21 04:25:34.254
WilsonDimate1@gmail.com,2019-10-02 07:25:34.640,55042ASQ,407,I,2019-10-22 04:25:34.255
LizethEspitia1@gmail.com,2019-10-02 07:25:34.641,55137ASQ,408,I,2019-10-23 04:25:34.256
LizethEspitia1@gmail.com,2019-10-02 07:25:34.642,55137ASQ,409,I,2019-10-24 04:25:34.257
KaterineGomez1@gmail.com,2019-10-02 07:25:34.643,55142ASQ,410,I,2019-10-25 04:25:34.258
KaterineGomez1@gmail.com,2019-10-02 07:25:34.644,55142ASQ,411,I,2019-10-26 04:25:34.259
GONZALEZ_OSORIOYANIZET1@gmail.com,2019-10-02 07:25:34.645,55171ASQ,412,I,2019-10-27 04:25:34.260
NEZLY_VIVIANAVILLEGAS1@gmail.com,2019-10-02 07:25:34.646,55252ASQ,413,I,2019-10-28 04:25:34.261
SANDRA__MILENAESTEVEZ1@gmail.com,2019-10-02 07:25:34.647,55267ASQ,414,I,2019-10-29 04:25:34.262
MariaGil1@gmail.com,2019-10-02 07:25:34.648,55281ASQ,415,I,2019-10-30 04:25:34.263
MariaGil1@gmail.com,2019-10-02 07:25:34.649,55281ASQ,416,I,2019-10-31 04:25:34.264
ErlyLugo1@gmail.com,2019-10-02 07:25:34.650,55295ASQ,417,I,2019-09-01 04:25:34.265
ErlyLugo1@gmail.com,2019-10-02 07:25:34.651,55295ASQ,418,I,2019-09-02 04:25:34.266
IngridVahos1@gmail.com,2019-10-02 07:25:34.652,55322ASQ,419,I,2019-09-03 04:25:34.267
IngridVahos1@gmail.com,2019-10-02 07:25:34.653,55322ASQ,420,I,2019-09-04 04:25:34.268
YOLIMA_INESPEREZ1@gmail.com,2019-10-02 07:25:34.654,55325ASQ,421,I,2019-09-05 04:25:34.269
YeniferGomez1@gmail.com,2019-10-02 07:25:34.655,55326ASQ,422,I,2019-09-06 04:25:34.270
JOSE_VICENTESANTIAGO1@gmail.com,2019-10-02 07:25:34.656,55327ASQ,423,I,2019-09-07 04:25:34.271
Erika_JohanaOsorio1@gmail.com,2019-10-02 07:25:34.657,55360ASQ,424,I,2019-09-08 04:25:34.272
Gloria_MariaSantafe1@gmail.com,2019-10-02 07:25:34.658,55361ASQ,425,I,2019-09-09 04:25:34.273
SandraVasquez1@gmail.com,2019-10-02 07:25:34.659,55381ASQ,426,I,2019-09-10 04:25:34.274
SandraVasquez1@gmail.com,2019-10-02 07:25:34.660,55381ASQ,427,I,2019-09-11 04:25:34.275
MartaAngel1@gmail.com,2019-10-02 07:25:34.661,55384ASQ,428,I,2019-09-12 04:25:34.276
MartaAngel1@gmail.com,2019-10-02 07:25:34.662,55384ASQ,429,I,2019-09-13 04:25:34.277
Diana_CristinaPerez1@gmail.com,2019-10-02 07:25:34.663,55388ASQ,430,I,2019-09-14 04:25:34.278
BlancaGomez1@gmail.com,2019-10-02 07:25:34.664,55399ASQ,431,I,2019-09-15 04:25:34.279
BlancaGomez1@gmail.com,2019-10-02 07:25:34.665,55399ASQ,432,I,2019-09-16 04:25:34.280
DanielSosa1@gmail.com,2019-10-02 07:25:34.666,55401ASQ,433,I,2019-09-17 04:25:34.281
DanielSosa1@gmail.com,2019-10-02 07:25:34.667,55401ASQ,434,I,2019-09-18 04:25:34.282
MariaRocha1@gmail.com,2019-10-02 07:25:34.668,55402ASQ,435,I,2019-09-19 04:25:34.283
MariaRocha1@gmail.com,2019-10-02 07:25:34.669,55402ASQ,436,I,2019-09-20 04:25:34.284
July_VanessaToro1@gmail.com,2019-10-02 07:25:34.670,55444ASQ,437,I,2019-09-21 04:25:34.285
DerlyCastro1@gmail.com,2019-10-02 07:25:34.671,55449ASQ,438,I,2019-09-22 04:25:34.286
DerlyCastro1@gmail.com,2019-10-02 07:25:34.672,55449ASQ,439,I,2019-09-23 04:25:34.287
MariaGarrido1@gmail.com,2019-10-02 07:25:34.673,55455ASQ,440,I,2019-09-24 04:25:34.288
MariaGarrido1@gmail.com,2019-10-02 07:25:34.674,55455ASQ,441,I,2019-09-25 04:25:34.289
MONICA_TATIANAMONTENEGRO1@gmail.com,2019-10-02 07:25:34.675,55457ASQ,442,I,2019-09-26 04:25:34.290
LUZ_ELENAANGEL1@gmail.com,2019-10-02 07:25:34.676,55490ASQ,443,I,2019-09-27 04:25:34.291
DanielaPalacio1@gmail.com,2019-10-02 07:25:34.677,55512ASQ,444,I,2019-09-28 04:25:34.292
DanielaPalacio1@gmail.com,2019-10-02 07:25:34.678,55512ASQ,445,I,2019-09-29 04:25:34.293
AnaTapias1@gmail.com,2019-10-02 07:25:34.679,55515ASQ,446,I,2019-09-30 04:25:34.294
AnaTapias1@gmail.com,2019-10-02 07:25:34.680,55515ASQ,447,I,2019-09-30 04:25:34.295
YenyCely1@gmail.com,2019-10-02 07:25:34.681,55536ASQ,448,I,2019-11-01  04:25:34.296
YenyCely1@gmail.com,2019-10-02 07:25:34.682,55536ASQ,449,I,2019-11-02 04:25:34.297
BLANCA_SUJEYSANCHEZ1@gmail.com,2019-10-02 07:25:34.683,55538ASQ,450,I,2019-11-03 04:25:34.298
NATALIASUAREZ1@gmail.com,2019-10-02 07:25:34.684,55619ASQ,451,I,2019-11-04 04:25:34.299
ClaudiaVasquez1@gmail.com,2019-10-02 07:25:34.685,55627ASQ,452,I,2019-11-05 04:25:34.300
ClaudiaVasquez1@gmail.com,2019-10-02 07:25:34.686,55627ASQ,453,I,2019-11-06 04:25:34.301
SHIRLEY_MILENARIVADENEIRA1@gmail.com,2019-10-02 07:25:34.687,55639ASQ,454,I,2019-11-07 04:25:34.302
WendyLonga1@gmail.com,2019-10-02 07:25:34.688,55694ASQ,455,I,2019-11-08 04:25:34.303
WendyLonga1@gmail.com,2019-10-02 07:25:34.689,55694ASQ,456,I,2019-11-09 04:25:34.304
JennyOrtega1@gmail.com,2019-10-02 07:25:34.690,55711ASQ,457,I,2019-11-10 04:25:34.305
